timestamp,detections,path,count,Event.System.Provider,Event ID,Record ID,Computer,Event Data,
2024-01-29T16:58:19.293365+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,324,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: OneNote
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{0A2B9799-64FF-4F01-B339-FAA516BE9633}'
RuleName: OneNote
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:19.294267+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,325,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: OneNote
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{A6F9A18B-EA58-413E-9897-095F771BD25A}'
RuleName: OneNote
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:19.294906+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,326,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 1
EdgeTraversal: 0
EmbeddedContext: OneNote
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 3
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{8EB65785-E59A-4846-9994-887363BB30A1}'
RuleName: OneNote
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:20.536204+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,329,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: '@{Microsoft.MSPaint_6.1907.29027.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MSPaint/resources/AppName}'
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{567803B3-21E9-4D30-99B0-040E24E54E23}'
RuleName: '@{Microsoft.MSPaint_6.1907.29027.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MSPaint/resources/AppName}'
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:20.537071+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,330,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: '@{Microsoft.MSPaint_6.1907.29027.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MSPaint/resources/AppName}'
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{1353B152-7B5F-4797-AC05-0721609423CE}'
RuleName: '@{Microsoft.MSPaint_6.1907.29027.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MSPaint/resources/AppName}'
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:21.247129+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,333,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: '@{Microsoft.MixedReality.Portal_2000.19081.1301.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MixedReality.Portal/Resources/PkgDisplayName}'
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{BE825694-56EB-47DA-86AA-D7BBE705DA99}'
RuleName: '@{Microsoft.MixedReality.Portal_2000.19081.1301.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MixedReality.Portal/Resources/PkgDisplayName}'
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:21.248077+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,334,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: '@{Microsoft.MixedReality.Portal_2000.19081.1301.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MixedReality.Portal/Resources/PkgDisplayName}'
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{F988B4DB-EA22-49C2-99DC-5F8B5C985B7D}'
RuleName: '@{Microsoft.MixedReality.Portal_2000.19081.1301.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.MixedReality.Portal/Resources/PkgDisplayName}'
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:22.554824+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,337,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 1
EdgeTraversal: 0
EmbeddedContext: Microsoft Sticky Notes
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{10864AAE-06FF-4F84-A6F8-306D0BF9F202}'
RuleName: Microsoft Sticky Notes
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:22.555338+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,338,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: Microsoft Sticky Notes
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{4B5249C1-6665-4EC8-8F27-9BA74AD34325}'
RuleName: Microsoft Sticky Notes
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:22.557263+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,339,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 1
EdgeTraversal: 0
EmbeddedContext: Microsoft Sticky Notes
Flags: 3
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 6
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{EDA6D9E0-2B92-4382-9352-88F6CE252EA0}'
RuleName: Microsoft Sticky Notes
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 1
ServiceName: ''
",
2024-01-29T16:58:22.558388+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,340,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: Microsoft Sticky Notes
Flags: 3
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 6
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{341E1E7B-A331-4485-BFA2-71C7887938C3}'
RuleName: Microsoft Sticky Notes
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 1
ServiceName: ''
",
2024-01-29T16:58:22.559661+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,341,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: Microsoft Sticky Notes
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{39A90A9D-9C7A-49DE-AF0B-0FD851887808}'
RuleName: Microsoft Sticky Notes
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:22.561092+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,342,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 2
EdgeTraversal: 0
EmbeddedContext: Microsoft Sticky Notes
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{026BA07F-FFCB-4283-A50D-E136DBE3C31D}'
RuleName: Microsoft Sticky Notes
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-29T16:58:22.562281+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,343,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 1
EdgeTraversal: 0
EmbeddedContext: Microsoft Sticky Notes
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 3
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{F17E9A6B-91D5-4A42-B5E4-834E8F739B8E}'
RuleName: Microsoft Sticky Notes
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
2024-01-30T07:41:14.121042+00:00,Uncommon New Firewall Rule Added In Windows Firewall Exception List,[root]/Windows/System32/winevt/Logs/Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx,1,Microsoft-Windows-Windows Firewall With Advanced Security,2004,348,DESKTOP-BNDE3TU,"Action: 3
Active: 1
ApplicationPath: ''
Direction: 1
EdgeTraversal: 0
EmbeddedContext: Microsoft Solitaire Collection
Flags: 1
LocalAddresses: '*'
LocalOnlyMapped: 0
LocalPorts: ''
LooseSourceMapped: 0
ModifyingApplication: C:\Windows\System32\svchost.exe
ModifyingUser: S-1-5-80-3088073201-1464728630-1879813800-1107566885-823218052
Origin: 1
Profiles: 7
Protocol: 256
RemoteAddresses: '*'
RemoteMachineAuthorizationList: ''
RemotePorts: ''
RemoteUserAuthorizationList: ''
RuleId: '{38CB7467-CE24-4E77-9D94-01A81406F268}'
RuleName: Microsoft Solitaire Collection
RuleStatus: 65536
SchemaVersion: 542
SecurityOptions: 0
ServiceName: ''
",
